id,ha_seleccionat,seleccio,ronda_id,user_id
1376,1,4,230,135
1377,1,2,230,136
1378,1,2,230,137
1379,1,2,230,138
1380,1,2,230,139
1381,1,2,231,140
1382,1,4,231,141
1383,1,2,231,142
1384,1,2,231,143
1385,1,2,231,144
1386,1,4,231,145
1387,1,4,232,140
1388,1,2,232,141
1389,1,4,232,142
1390,1,2,232,143
1391,1,4,232,144
1392,1,2,232,145
1393,1,4,233,140
1394,1,2,233,141
1395,1,0,233,142
1396,1,4,233,143
1397,1,2,233,144
1398,1,4,233,145
1399,1,2,234,140
1400,1,0,234,141
1401,1,2,234,142
1402,1,2,234,143
1403,1,4,234,144
1404,1,4,234,145
1405,1,4,235,140
1406,1,4,235,141
1407,1,4,235,142
1408,1,2,235,143
1409,1,4,235,144
1410,1,2,235,145
1411,1,4,236,140
1412,1,2,236,141
1413,1,0,236,142
1414,1,0,236,143
1415,1,2,236,144
1416,1,4,236,145
1417,1,2,237,140
1418,1,0,237,141
1419,1,0,237,142
1420,1,2,237,143
1421,1,2,237,144
1422,1,0,237,145
1423,1,4,238,140
1424,1,0,238,141
1425,1,0,238,142
1426,1,0,238,143
1427,1,0,238,144
1428,1,2,238,145
1429,1,4,239,140
1430,1,4,239,141
1431,1,4,239,142
1432,1,2,239,143
1433,1,4,239,144
1434,1,4,239,145
1435,1,2,240,140
1436,1,0,240,141
1437,1,0,240,142
1438,1,0,240,143
1439,1,0,240,144
1440,1,4,240,145
1441,1,2,241,146
1442,1,2,241,147
1443,1,2,241,148
1444,1,2,241,149
1445,1,2,241,150
1446,1,4,241,151
1447,1,4,242,146
1448,1,4,242,147
1449,1,4,242,148
1450,1,4,242,149
1451,1,2,242,150
1452,1,2,242,151
1453,1,2,243,146
1454,1,2,243,147
1455,1,2,243,148
1456,1,2,243,149
1457,1,4,243,150
1458,1,4,243,151
1459,1,4,244,146
1460,1,4,244,147
1461,1,2,244,148
1462,1,4,244,149
1463,1,0,244,150
1464,1,2,244,151
1465,1,2,245,146
1466,1,4,245,147
1467,1,4,245,148
1468,1,2,245,149
1469,1,2,245,150
1470,1,0,245,151
1471,1,2,246,146
1472,1,2,246,147
1473,1,2,246,148
1474,1,4,246,149
1475,1,0,246,150
1476,1,2,246,151
1477,1,4,247,146
1478,1,2,247,147
1479,1,0,247,148
1480,1,4,247,149
1481,1,2,247,150
1482,1,2,247,151
1483,1,2,248,146
1484,1,4,248,147
1485,1,2,248,148
1486,1,4,248,149
1487,1,0,248,150
1488,1,2,248,151
1489,1,2,249,146
1490,1,2,249,147
1491,1,0,249,148
1492,1,0,249,149
1493,1,0,249,150
1494,1,0,249,151
1495,1,0,250,146
1496,1,0,250,147
1497,1,0,250,148
1498,1,0,250,149
1499,1,0,250,150
1500,1,0,250,151
1501,1,2,251,152
1502,1,2,251,153
1503,1,2,251,154
1504,1,2,251,155
1505,1,4,251,156
1506,1,2,251,157
1507,1,2,252,152
1508,1,4,252,153
1509,1,2,252,154
1510,1,2,252,155
1511,1,2,252,156
1512,1,4,252,157
1513,1,0,253,152
1514,1,2,253,153
1515,1,4,253,154
1516,1,4,253,155
1517,1,4,253,156
1518,1,2,253,157
1519,1,2,254,152
1520,1,0,254,153
1521,1,2,254,154
1522,1,2,254,155
1523,1,4,254,156
1524,1,4,254,157
1525,1,2,255,152
1526,1,2,255,153
1527,1,4,255,154
1528,1,0,255,155
1529,1,4,255,156
1530,1,2,255,157
1531,1,0,256,152
1532,1,4,256,153
1533,1,4,256,154
1534,1,0,256,155
1535,1,4,256,156
1536,1,0,256,157
1537,1,2,257,152
1538,1,4,257,153
1539,1,2,257,154
1540,1,2,257,155
1541,1,4,257,156
1542,1,2,257,157
1543,1,0,258,152
1544,1,4,258,153
1545,1,2,258,154
1546,1,2,258,155
1547,1,0,258,156
1548,1,2,258,157
1549,1,0,259,152
1550,1,2,259,153
1551,1,0,259,154
1552,1,0,259,155
1553,1,0,259,156
1554,1,4,259,157
1555,1,2,260,152
1556,1,4,260,153
1557,1,0,260,154
1558,1,2,260,155
1559,1,2,260,156
1560,1,2,260,157
1561,1,2,261,158
1562,1,4,261,159
1563,1,2,261,160
1564,1,4,261,161
1565,1,2,261,162
1566,1,2,261,163
1567,1,4,262,158
1568,1,2,262,159
1569,1,4,262,160
1570,1,2,262,161
1571,1,2,262,162
1572,1,4,262,163
1573,1,4,263,158
1574,1,4,263,159
1575,1,2,263,160
1576,1,4,263,161
1577,1,2,263,162
1578,1,4,263,163
1579,1,2,264,158
1580,1,2,264,159
1581,1,2,264,160
1582,1,0,264,161
1583,1,4,264,162
1584,1,4,264,163
1585,1,2,265,158
1586,1,2,265,159
1587,1,4,265,160
1588,1,2,265,161
1589,1,4,265,162
1590,1,2,265,163
1591,1,2,266,158
1592,1,2,266,159
1593,1,2,266,160
1594,1,2,266,161
1595,1,4,266,162
1596,1,4,266,163
1597,1,2,267,158
1598,1,0,267,159
1599,1,4,267,160
1600,1,4,267,161
1601,1,4,267,162
1602,1,0,267,163
1603,1,4,268,158
1604,1,2,268,159
1605,1,0,268,160
1606,1,4,268,161
1607,1,2,268,162
1608,1,4,268,163
1609,1,0,269,158
1610,1,0,269,159
1611,1,0,269,160
1612,1,4,269,161
1613,1,2,269,162
1614,1,0,269,163
1615,1,2,270,158
1616,1,0,270,159
1617,1,0,270,160
1618,1,0,270,161
1619,1,0,270,162
1620,1,4,270,163
1621,1,4,271,164
1622,1,0,271,165
1623,1,4,271,166
1624,1,2,271,167
1625,1,2,271,168
1626,1,2,271,169
1627,1,4,272,164
1628,1,2,272,165
1629,1,2,272,166
1630,1,2,272,167
1631,1,4,272,168
1632,1,0,272,169
1633,1,4,273,164
1634,1,4,273,165
1635,1,2,273,166
1636,1,0,273,167
1637,1,2,273,168
1638,1,2,273,169
1639,1,4,274,164
1640,1,4,274,165
1641,1,2,274,166
1642,1,2,274,167
1643,1,4,274,168
1644,1,4,274,169
1645,1,4,275,164
1646,1,0,275,165
1647,1,4,275,166
1648,1,4,275,167
1649,1,0,275,168
1650,1,2,275,169
1651,1,4,276,164
1652,1,2,276,165
1653,0,4,276,166
1654,1,2,276,167
1655,1,2,276,168
1656,1,0,276,169
1657,1,4,277,164
1658,1,2,277,165
1659,1,2,277,166
1660,1,2,277,167
1661,1,2,277,168
1662,1,0,277,169
1663,1,4,278,164
1664,1,0,278,165
1665,1,0,278,166
1666,1,0,278,167
1667,1,4,278,168
1668,1,2,278,169
1669,1,4,279,164
1670,1,0,279,165
1671,1,0,279,166
1672,1,2,279,167
1673,1,0,279,168
1674,1,2,279,169
1675,1,0,280,164
1676,1,0,280,165
1677,1,0,280,166
1678,1,0,280,167
1679,1,0,280,168
1680,1,0,280,169
1681,1,4,281,170
1682,1,2,281,171
1683,1,2,281,172
1684,1,2,281,173
1685,1,2,281,174
1686,1,2,281,175
1687,1,2,282,170
1688,1,4,282,171
1689,1,4,282,172
1690,1,2,282,173
1691,1,4,282,174
1692,1,2,282,175
1693,1,4,283,170
1694,1,2,283,171
1695,1,4,283,172
1696,1,2,283,173
1697,1,4,283,174
1698,1,4,283,175
1699,1,4,284,170
1700,1,0,284,171
1701,1,2,284,172
1702,1,4,284,173
1703,1,4,284,174
1704,1,0,284,175
1705,1,4,285,170
1706,1,4,285,171
1707,1,4,285,172
1708,1,4,285,173
1709,1,2,285,174
1710,1,2,285,175
1711,1,4,286,170
1712,1,2,286,171
1713,1,4,286,172
1714,1,4,286,173
1715,1,4,286,174
1716,1,4,286,175
1717,1,2,287,170
1718,1,0,287,171
1719,1,4,287,172
1720,1,2,287,173
1721,1,2,287,174
1722,1,4,287,175
1723,1,0,288,170
1724,1,0,288,171
1725,1,0,288,172
1726,1,2,288,173
1727,1,0,288,174
1728,1,0,288,175
1729,1,0,289,170
1730,1,4,289,171
1731,1,0,289,172
1732,1,0,289,173
1733,1,0,289,174
1734,1,0,289,175
1735,1,4,290,170
1736,1,0,290,171
1737,1,0,290,172
1738,1,0,290,173
1739,1,0,290,174
1740,1,2,290,175
1741,1,4,291,176
1742,1,0,291,177
1743,1,2,291,178
1744,1,2,291,179
1745,1,2,291,180
1746,1,2,291,181
1747,1,4,292,176
1748,1,0,292,177
1749,1,2,292,178
1750,1,4,292,179
1751,1,2,292,180
1752,1,2,292,181
1753,1,2,293,176
1754,1,0,293,177
1755,1,2,293,178
1756,1,2,293,179
1757,1,2,293,180
1758,1,2,293,181
1759,1,4,294,176
1760,1,0,294,177
1761,1,2,294,178
1762,1,0,294,179
1763,1,0,294,180
1764,1,2,294,181
1765,1,2,295,176
1766,1,0,295,177
1767,1,4,295,178
1768,1,2,295,179
1769,1,2,295,180
1770,1,2,295,181
1771,1,2,296,176
1772,1,0,296,177
1773,1,4,296,178
1774,1,2,296,179
1775,1,4,296,180
1776,1,2,296,181
1777,1,2,297,176
1778,1,0,297,177
1779,1,2,297,178
1780,1,4,297,179
1781,1,2,297,180
1782,1,2,297,181
1783,1,2,298,176
1784,1,0,298,177
1785,1,2,298,178
1786,1,2,298,179
1787,1,0,298,180
1788,1,2,298,181
1789,1,4,299,176
1790,1,0,299,177
1791,1,4,299,178
1792,1,4,299,179
1793,1,2,299,180
1794,1,4,299,181
1795,1,2,300,176
1796,1,0,300,177
1797,1,4,300,178
1798,1,4,300,179
1799,1,4,300,180
1800,1,4,300,181
