"","user_id","partida","seleccio.1","seleccio.2","seleccio.3","seleccio.4","seleccio.5","seleccio.6","seleccio.7","seleccio.8","seleccio.9","seleccio.10","mean_contr","SD","mean.1","mean.2","mean.3","mean.4","mean.5","mean.6","mean.7","mean.8","mean.9","mean.10","comp_mean1","comp_mean2","comp_mean3","comp_mean4","comp_mean5","comp_mean6","comp_mean7","comp_mean8","comp_mean9","comp_mean10","comp_last_mean2","comp_last_mean3","comp_last_mean4","comp_last_mean5","comp_last_mean6","comp_last_mean7","comp_last_mean8","comp_last_mean9","comp_last_mean10","cond_coop2","cond_coop3","cond_coop4","cond_coop5","cond_coop6","cond_coop7","cond_coop8","cond_coop9","cond_coop10","free_1","free_2","free_3","free_4","free_5","free_6","free_7","free_8","free_9","free_10","nickname","codi_postal","genere","rang_edat","nivell_estudis","prfinal0","prfinal1","prfinal2","prfinal3","prfinal4","prfinal5","prfinal6","prfinal7","prfinal8","prfinal9","prfinal10","prfinal11","prfinal12","prfinal13","data_creacio","data_finalitzacio","acabat","data_registre","diners_inicials","diners_actuals","check_1","check_2","check_3","partida_id","is_robot","num_jugador","prfinal14","prfinal15","guany_final","num_seleccions","sorteig","agegroups"
"76",77,13,2,2,4,4,3,4,4,2,4,4,3.3,0.948683298050514,2.83333333333333,3.5,3.16666666666667,3.66666666666667,3,2.16666666666667,1.33333333333333,0.333333333333333,0.666666666666667,0.833333333333333,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fantasma 2710",8921,"male",43,"bachillerat",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Disagree","Disagree","Agree","Disagree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-12 15:22:49.198089","2015-12-12 15:37:49.178648",1,"2015-12-12 15:26:37.060542",40,7,"true","false","false",13,0,3,"Individual gas fee","5%",7,10,1,"40-44"
"77",78,13,4,4,2,3,4,3,2,0,0,0,2.2,1.68654808542314,2.83333333333333,3.5,3.16666666666667,3.66666666666667,3,2.16666666666667,1.33333333333333,0.333333333333333,0.666666666666667,0.833333333333333,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,"MikeBCN",8003,"male",40,"prof",NA,"No","Somewhat","No, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Disagree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:23:47.638813","2015-12-12 15:35:43.663605",1,"2015-12-12 15:26:06.345001",40,18,"true","false","false",13,0,6,"Carbon footprint","15%",18,10,1,"40-44"
"78",79,13,2,4,3,4,2,3,1,0,0,0,1.9,1.59513148186739,2.83333333333333,3.5,3.16666666666667,3.66666666666667,3,2.16666666666667,1.33333333333333,0.333333333333333,0.666666666666667,0.833333333333333,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,"Mate",8041,"male",55,"prof",NA,"Yes, in previous ds experiments","Very Much","Yes, after a few rounds","Disagree","Disagree","n/a","Agree","Agree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:27:31.576763","2015-12-12 15:35:19.099233",1,"2015-12-12 15:29:18.277685",40,21,"true","false","false",13,0,2,"Carbon footprint","15%",21,10,1,"55-59"
"79",80,14,3,3,4,3,3,3,3,3,0,1,2.6,1.17378779077727,2.33333333333333,2,1.83333333333333,2.66666666666667,2.33333333333333,2.16666666666667,2.33333333333333,2.66666666666667,1.5,1.16666666666667,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Berta",8041,"female",13,"primary",NA,"Yes, in previous ds experiments","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:27:35.388503","2015-12-12 15:45:07.927020",1,"2015-12-12 15:32:18.694793",60,34,"true","false","false",14,0,1,"Individual gas fee","15%",34,10,1,"10-14"
"80",81,14,2,2,1,1,2,0,0,0,1,0,0.9,0.875595035770913,2.33333333333333,2,1.83333333333333,2.66666666666667,2.33333333333333,2.16666666666667,2.33333333333333,2.66666666666667,1.5,1.16666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,"Pepita",8041,"female",49,"prof",NA,"No","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","n/a","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:28:13.578078","2015-12-12 15:46:33.734627",1,"2015-12-12 15:32:29.530213",20,11,"true","false","false",14,0,6,"Carbon footprint","15%",11,10,1,"45-49"
"81",82,14,3,2,4,1,3,1,0,3,0,1,1.8,1.3984117975602,2.33333333333333,2,1.83333333333333,2.66666666666667,2.33333333333333,2.16666666666667,2.33333333333333,2.66666666666667,1.5,1.16666666666667,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,"Mane lateros",8924,"male",13,"none",NA,"No","Very Much","Yes, after a few rounds","Disagree","Disagree","Agree","Agree","Agree","Agree","Greenhouse Effect","China","Solar energy","Treaty of Versailles","2015-12-12 15:34:09.482500","2015-12-12 15:47:03.200451",1,"2015-12-12 15:35:36.514570",40,22,"true","false","false",14,0,2,"Carbon footprint","5%",22,10,1,"10-14"
"82",83,14,2,1,1,4,1,4,4,4,4,4,2.9,1.44913767461894,2.33333333333333,2,1.83333333333333,2.66666666666667,2.33333333333333,2.16666666666667,2.33333333333333,2.66666666666667,1.5,1.16666666666667,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Th",80603,"male",14,"primary",NA,"No","Very Much","No, after a few rounds","Disagree","Agree","Agree","n/a","Disagree","Agree","Doppler Effect","Italy","Solar energy","Declaration of Helsinki","2015-12-12 15:36:18.603003","2015-12-12 15:45:47.434808",1,"2015-12-12 15:38:23.780314",30,1,"true","false","false",14,0,3,"Carbon footprint","20%",1,10,1,"10-14"
"83",84,15,4,4,2,3,4,3,1,1,2,0,2.4,1.42984070596848,2.33333333333333,3.16666666666667,3,1.33333333333333,2.33333333333333,2.16666666666667,1.5,1.83333333333333,1.83333333333333,0.833333333333333,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,"Mazuf ",8024,"male",39,"prof",NA,"No","Somewhat","Yes, after a few rounds","Agree","Agree","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:36:25.430553","2015-12-12 15:50:12.127626",1,"2015-12-12 15:40:43.349402",40,16,"true","false","false",15,0,4,"Eco-Impact","15%",16,10,1,"35-39"
"84",85,14,1,2,0,3,4,4,4,4,3,1,2.6,1.50554530541816,2.33333333333333,2,1.83333333333333,2.66666666666667,2.33333333333333,2.16666666666667,2.33333333333333,2.66666666666667,1.5,1.16666666666667,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Th",80603,"male",15,"primary",NA,"No","Somewhat","Yes, after a few rounds","Disagree","Disagree","Disagree","Disagree","n/a","n/a","Greenhouse Effect","Italy","Oil","Treaty of Versailles","2015-12-12 15:36:28.237658","2015-12-12 15:48:44.369407",1,"2015-12-12 15:38:45.625290",50,24,"true","false","false",14,0,5,"Individual gas fee","15%",24,10,1,"15-19"
"85",86,15,1,4,3,2,2,2,3,4,4,4,2.9,1.10050493461461,2.33333333333333,3.16666666666667,3,1.33333333333333,2.33333333333333,2.16666666666667,1.5,1.83333333333333,1.83333333333333,0.833333333333333,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Et",8014,"female",54,"prof",NA,"Yes, in previous ds experiments","Very Much","Yes, after a few rounds","Disagree","Disagree","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:36:45.602569","2015-12-12 15:49:44.546641",1,"2015-12-12 15:39:56.713999",40,11,"true","false","false",15,0,2,"Eco-Impact","2%",11,10,1,"50-54"
"86",87,14,3,2,1,4,1,1,3,2,1,0,1.8,1.22927259430572,2.33333333333333,2,1.83333333333333,2.66666666666667,2.33333333333333,2.16666666666667,2.33333333333333,2.66666666666667,1.5,1.16666666666667,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,"Pq",8755,"male",17,"none",NA,"No","Somewhat","Yes, after a few rounds","Disagree","Disagree","Disagree","n/a","n/a","n/a","Greenhouse Effect","Italy","Oil","Treaty of Versailles","2015-12-12 15:36:47.167877","2015-12-12 15:48:41.509670",1,"2015-12-12 15:37:40.830386",40,22,"true","false","false",14,0,4,"Individual gas fee","15%",22,10,1,"15-19"
"87",88,16,2,4,2,3,3,4,4,4,4,3,3.3,0.823272602348565,1.66666666666667,2.5,2.33333333333333,1.5,1.66666666666667,2.66666666666667,1.5,3,2.33333333333333,1.83333333333333,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thornton",8024,"male",42,"prof",NA,"No","Very Much","Yes, after a few rounds","Disagree","Agree","n/a","Agree","Disagree","n/a","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:37:44.183545","2015-12-12 15:56:39.935928",1,"2015-12-12 15:43:42.558743",40,7,"true","false","false",16,0,4,"Individual gas fee","15%",7,10,1,"40-44"
"88",89,15,4,4,4,0,0,2,0,0,1,1,1.6,1.7763883459299,2.33333333333333,3.16666666666667,3,1.33333333333333,2.33333333333333,2.16666666666667,1.5,1.83333333333333,1.83333333333333,0.833333333333333,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,"Lo u",8027,"male",47,"prof",NA,"No","Not Really","Yes, after a few rounds","Disagree","My contribution should not depend on this","Agree","Agree","Agree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:37:49.899501","2015-12-12 15:49:58.266422",1,"2015-12-12 15:40:27.798950",40,24,"true","false","false",15,0,3,"Eco-Impact","5%",24,10,1,"45-49"
"89",90,15,3,2,3,2,3,4,3,3,0,0,2.3,1.33749350984926,2.33333333333333,3.16666666666667,3,1.33333333333333,2.33333333333333,2.16666666666667,1.5,1.83333333333333,1.83333333333333,0.833333333333333,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Andreu00",8027,"male",15,"primary",NA,"No","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Disagree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:37:59.101861","2015-12-12 15:50:22.024235",1,"2015-12-12 15:40:47.357038",40,17,"true","false","false",15,0,1,"Carbon footprint","5%",17,10,1,"15-19"
"90",91,15,0,2,3,1,1,0,0,1,3,0,1.1,1.19721899973786,2.33333333333333,3.16666666666667,3,1.33333333333333,2.33333333333333,2.16666666666667,1.5,1.83333333333333,1.83333333333333,0.833333333333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,"Max",8027,"male",13,"primary",NA,"No","Very Much","Yes, after a few rounds","My contribution should not depend on this","Disagree","Agree","Agree","Agree","Disagree","Greenhouse Effect","China","Solar energy","Kyoto Protocol","2015-12-12 15:38:09.578652","2015-12-12 15:50:30.098652",1,"2015-12-12 15:41:54.345494",40,29,"true","false","false",15,0,6,"Eco-Impact","5%",29,10,1,"10-14"
"91",92,16,2,3,1,0,0,1,0,4,2,2,1.5,1.35400640077266,1.66666666666667,2.5,2.33333333333333,1.5,1.66666666666667,2.66666666666667,1.5,3,2.33333333333333,1.83333333333333,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,"Brahmán",8184,"male",13,"none",NA,"No","Very Much","Yes, from the beginning","Disagree","Agree","n/a","Agree","Disagree","Agree","Doppler Effect","China","Carbon","Treaty of Versailles","2015-12-12 15:38:22.912249","2015-12-12 15:54:40.186958",1,"2015-12-12 15:43:09.755589",20,5,"true","false","false",16,0,6,"Reduced environmental cost","20%",5,10,1,"10-14"
"92",93,15,2,3,3,0,4,2,2,2,1,0,1.9,1.28668393770792,2.33333333333333,3.16666666666667,3,1.33333333333333,2.33333333333333,2.16666666666667,1.5,1.83333333333333,1.83333333333333,0.833333333333333,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Gema",8027,"female",45,"prof",NA,"No","Somewhat","Yes, after a few rounds","Disagree","My contribution should not depend on this","Agree","n/a","Agree","n/a","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-12 15:38:41.807200","2015-12-12 15:48:56.923100",1,"2015-12-12 15:41:53.244910",40,21,"true","false","false",15,0,5,"Carbon footprint","15%",21,10,1,"45-49"
"93",94,16,3,3,3,3,2,4,3,3,3,2,2.9,0.567646212197547,1.66666666666667,2.5,2.33333333333333,1.5,1.66666666666667,2.66666666666667,1.5,3,2.33333333333333,1.83333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Chusa56",8870,"male",59,"prof",NA,"Yes, in previous ds experiments","Somewhat","Yes, after a few rounds","Disagree","Disagree","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:39:26.302439","2015-12-12 15:57:50.588288",1,"2015-12-12 15:42:43.174080",40,11,"true","false","false",16,0,2,"Individual gas fee","15%",11,10,1,"55-59"
"94",95,16,1,2,2,1,1,2,0,3,2,1,1.5,0.849836585598797,1.66666666666667,2.5,2.33333333333333,1.5,1.66666666666667,2.66666666666667,1.5,3,2.33333333333333,1.83333333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Neliel",8770,"female",20,"secondary",NA,"No","Somewhat","Yes, after a few rounds","Agree","Disagree","Agree","Agree","n/a","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:40:28.924262","2015-12-12 15:59:58.277962",1,"2015-12-12 15:43:19.848440",30,15,"true","false","true",16,0,1,"Eco-Impact","20%",15,10,1,"20-24"
"95",96,16,2,2,2,2,2,2,2,2,2,2,2,0,1.66666666666667,2.5,2.33333333333333,1.5,1.66666666666667,2.66666666666667,1.5,3,2.33333333333333,1.83333333333333,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alf_exander",8914,"male",25,"prof",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Disagree","Agree","Agree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-12 15:40:34.063944","2015-12-12 15:54:37.091849",1,"2015-12-12 15:43:09.430204",60,40,"true","false","true",16,0,5,"Eco-Impact","20%",40,10,1,"25-29"
"96",97,16,0,1,4,0,2,3,0,2,1,1,1.4,1.34989711542111,1.66666666666667,2.5,2.33333333333333,1.5,1.66666666666667,2.66666666666667,1.5,3,2.33333333333333,1.83333333333333,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Adrián ",8184,"male",13,"none",NA,"No","Very Much","Yes, from the beginning","n/a","n/a","n/a","Agree","Disagree","n/a","Refrigerator Effect","U.S","Nuclear energy","Declaration of Helsinki","2015-12-12 15:41:48.394231","2015-12-12 15:53:34.453466",1,"2015-12-12 15:46:35.103528",50,36,"true","false","false",16,0,3,"Reduced environmental cost","20%",36,10,1,"10-14"
"97",98,17,4,2,0,0,0,0,0,0,0,0,0.6,1.34989711542111,3.16666666666667,2.5,2.5,1.66666666666667,2.16666666666667,1.66666666666667,3,1.66666666666667,2.16666666666667,0.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,"Isagonica",8003,"male",41,"prof",NA,"No","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Disagree","Disagree","Agree","Faraday Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:45:01.021093","2015-12-12 16:00:03.451872",1,"2015-12-12 15:48:07.141822",40,34,"true","false","false",17,0,4,"Carbon footprint","2%",34,10,1,"40-44"
"98",99,17,4,4,2,2,3,4,4,2,4,2,3.1,0.994428926011753,3.16666666666667,2.5,2.5,1.66666666666667,2.16666666666667,1.66666666666667,3,1.66666666666667,2.16666666666667,0.666666666666667,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Humberto",35010,"male",56,"bachillerat",NA,"No","Somewhat","Yes, from the beginning","My contribution should not depend on this","My contribution should not depend on this","n/a","Disagree","n/a","n/a","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:45:56.769649","2015-12-12 16:01:37.871080",1,"2015-12-12 15:48:21.709101",40,9,"true","false","false",17,0,3,"Carbon footprint","5%",9,10,1,"55-59"
"99",100,17,4,2,4,2,3,0,4,2,4,0,2.5,1.58113883008419,3.16666666666667,2.5,2.5,1.66666666666667,2.16666666666667,1.66666666666667,3,1.66666666666667,2.16666666666667,0.666666666666667,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,"2profesenapuros",8901,"female",27,"prof",NA,"No","Very Much","Yes, after a few rounds","n/a","Disagree","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:49:10.853672","2015-12-12 15:59:57.115949",1,"2015-12-12 15:50:50.400069",40,15,"true","false","false",17,0,2,"Individual gas fee","5%",15,10,1,"25-29"
"100",101,17,2,2,3,1,2,3,3,2,2,0,2,0.942809041582063,3.16666666666667,2.5,2.5,1.66666666666667,2.16666666666667,1.66666666666667,3,1.66666666666667,2.16666666666667,0.666666666666667,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"2 profesé apuros",8013,"female",27,"prof",NA,"No","Somewhat","Yes, after a few rounds","Disagree","My contribution should not depend on this","n/a","n/a","Agree","Agree","Greenhouse Effect","U.S","Oil","Schengen Agreement","2015-12-12 15:50:07.149678","2015-12-12 16:00:10.909250",1,"2015-12-12 15:52:36.013531",40,20,"true","false","false",17,0,1,"Eco-Impact","15%",20,10,1,"25-29"
"101",102,17,2,3,2,2,3,2,4,2,3,2,2.5,0.707106781186548,3.16666666666667,2.5,2.5,1.66666666666667,2.16666666666667,1.66666666666667,3,1.66666666666667,2.16666666666667,0.666666666666667,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Nuitdorage ",8011,"male",26,"prof",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:50:33.668232","2015-12-12 16:00:42.899161",1,"2015-12-12 15:53:21.021334",40,15,"true","false","false",17,0,5,"Carbon footprint","20%",15,10,1,"25-29"
"102",103,18,3,4,4,2,4,2,1,2,3,1,2.6,1.17378779077727,2.5,3.16666666666667,3.16666666666667,2.83333333333333,2.5,2.66666666666667,2,2,2.66666666666667,1.66666666666667,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Blondelady",8760,"female",21,"secondary",NA,"No","Not Really","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Disagree","Agree","Agree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:50:49.958947","2015-12-12 16:15:27.254021",1,"2015-12-12 15:53:54.958557",60,34,"true","false","false",18,0,4,"Carbon footprint","20%",34,10,1,"20-24"
"103",104,17,3,2,4,3,2,1,3,2,0,0,2,1.33333333333333,3.16666666666667,2.5,2.5,1.66666666666667,2.16666666666667,1.66666666666667,3,1.66666666666667,2.16666666666667,0.666666666666667,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,"Tortugas",8011,"male",25,"prof",NA,"No","Somewhat","No, from the beginning","Disagree","Agree","Agree","Agree","Agree","Disagree","Greenhouse Effect","Italy","Solar energy","Schengen Agreement","2015-12-12 15:51:09.628454","2015-12-12 16:01:04.999493",1,"2015-12-12 15:53:26.906924",40,20,"true","false","false",17,0,6,"Eco-Impact","20%",20,10,1,"25-29"
"104",105,18,3,4,3,2,4,4,3,1,4,1,2.9,1.19721899973786,2.5,3.16666666666667,3.16666666666667,2.83333333333333,2.5,2.66666666666667,2,2,2.66666666666667,1.66666666666667,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Fiscort",8338,"male",46,"prof",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Disagree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:57:23.406609","2015-12-12 16:16:12.007490",1,"2015-12-12 16:01:03.126230",50,21,"true","false","false",18,0,6,"Eco-Impact","15%",21,10,1,"45-49"
"105",106,18,2,3,3,4,2,3,3,3,4,3,3,0.666666666666667,2.5,3.16666666666667,3.16666666666667,2.83333333333333,2.5,2.66666666666667,2,2,2.66666666666667,1.66666666666667,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trompeta",8338,"female",40,"bachillerat",NA,"No","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","n/a","n/a","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 15:58:10.327802","2015-12-12 16:17:17.245568",1,"2015-12-12 16:01:58.023860",30,0,"true","false","false",18,0,2,"Eco-Impact","2%",0,10,1,"40-44"
"106",107,18,1,3,4,4,1,2,1,2,1,1,2,1.24721912892465,2.5,3.16666666666667,3.16666666666667,2.83333333333333,2.5,2.66666666666667,2,2,2.66666666666667,1.66666666666667,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Montes",8203,"male",66,"prof",NA,"No","Very Much","Yes, after a few rounds","Disagree","My contribution should not depend on this","Disagree","Agree","Agree","Agree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-12 15:59:51.983894","2015-12-12 16:21:04.466598",1,"2015-12-12 16:03:42.850987",20,0,"true","false","false",18,0,5,"Carbon footprint","20%",0,9,1,"65-69"
"107",108,18,4,3,3,3,3,4,4,4,4,4,3.6,0.516397779494322,2.5,3.16666666666667,3.16666666666667,2.83333333333333,2.5,2.66666666666667,2,2,2.66666666666667,1.66666666666667,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Klara",8338,"female",21,"bachillerat",NA,"No","Somewhat","No, from the beginning","My contribution should not depend on this","My contribution should not depend on this","n/a","Disagree","n/a","n/a","Doppler Effect","Italy","Oil","Treaty of Versailles","2015-12-12 16:06:22.473098","2015-12-12 16:15:53.053870",1,"2015-12-12 16:06:43.989124",40,4,"true","false","false",18,0,1,"Individual gas fee","20%",4,10,1,"20-24"
"108",109,18,2,2,2,2,1,1,0,0,0,0,1,0.942809041582063,2.5,3.16666666666667,3.16666666666667,2.83333333333333,2.5,2.66666666666667,2,2,2.66666666666667,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Jeep",8015,"male",35,"prof",NA,"Yes, in previous ds experiments","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Disagree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 16:06:33.512636","2015-12-12 16:16:32.654160",1,"2015-12-12 16:09:01.160411",40,30,"true","false","false",18,0,3,"Carbon footprint","5%",30,10,1,"35-39"
"109",110,19,2,2,2,2,1,1,0,0,0,0,1,0.942809041582063,2.83333333333333,3.5,2.83333333333333,3.33333333333333,2.5,2.66666666666667,1.16666666666667,0.666666666666667,1.16666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Servenfe ",8026,"male",27,"prof",NA,"No","Very Much","No, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Disagree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 16:08:03.320687","2015-12-12 16:39:04.328944",1,"2015-12-12 16:10:12.170710",40,30,"true","false","true",19,0,6,"Carbon footprint","5%",30,10,1,"25-29"
"110",111,19,3,3,4,4,4,2,0,0,0,0,2,1.82574185835055,2.83333333333333,3.5,2.83333333333333,3.33333333333333,2.5,2.66666666666667,1.16666666666667,0.666666666666667,1.16666666666667,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Barrufa ",8397,"female",37,"prof",NA,"No","Very Much","Yes, from the beginning","Disagree","My contribution should not depend on this","Agree","Agree","Disagree","n/a","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-12 16:09:17.843922","2015-12-12 16:39:30.324728",1,"2015-12-12 16:12:44.160902",40,20,"true","false","false",19,0,3,"Individual gas fee","5%",20,10,1,"35-39"
